Gene Name	max
HELZ	172.51946999999996
HELZ2	210.283691
HENMT1	166.390366
HEXIM1	132.568329
HEXIM2	122.682831
HINT3	62.826038
HNRNPA0	44.59866
HNRNPA1	1471.194458
HNRNPA1L2	72.82991
HNRNPA2B1	325.286011
HNRNPA3	249.881821
HNRNPAB	340.944275
HNRNPC	1399.659546
HNRNPCL1	0.704996
HNRNPD	273.63205
HNRNPDL	418.594452
HNRNPF	528.1398320000002
HNRNPH1	747.930298
HNRNPH2	158.126312
HNRNPH3	182.955215
HNRNPK	677.324463
HNRNPL	336.750092
HNRNPLL	127.488274
HNRNPM	169.546021
HNRNPR	244.381454
HNRNPU	420.644012
HNRNPUL1	299.536865
HNRNPUL2	85.18010699999998
HTATSF1	160.106689
IARS1	374.896545
IARS2	284.156555
IFIH1	534.194275
IFIT1	348.3890990000001
IFIT1B	38.993317
IFIT2	543.0811160000002
IFIT3	1222.272705
IFIT5	84.224876
IGF2BP1	240.09159900000003
IGF2BP2	142.301926
IGF2BP3	202.867798
IGHMBP2	86.102554
ILF2	1058.535156
ILF3	312.175842
IMP3	194.598938
IMP4	144.604538
INTS1	170.377441
INTS10	236.315521
INTS11	218.913452
INTS12	36.15469
INTS2	53.289001
INTS3	109.039993
INTS4	103.000946
INTS5	30.554239000000006
INTS6	164.28346299999995
INTS6L	25.863815
INTS7	76.643478
INTS8	83.87468
INTS9	31.629675
IPO11	160.34877
IPO13	149.69603
IPO4	143.312103
IPO5	378.571564
IPO7	271.509155
IPO8	82.537544
IPO9	81.214043
IREB2	92.30365
ISG20	215.47239700000003
ISG20L2	169.606445
ISY1	78.313622
JAKMIP1	69.597549
KARS1	289.298798
KAT8	126.185074
KHDC1	18.17412
KHDRBS1	136.24406399999998
KHDRBS2	66.694603
KHDRBS3	346.834015
KHNYN	81.29534100000002
KHSRP	242.558319
KIN	31.628345
KPNB1	534.7198490000002
KRR1	76.980133
L1TD1	664.883911
LARP1	120.688362
LARP1B	196.438766
LARP4	121.04866
LARP4B	99.745918
LARP6	167.160538
LARP7	149.15055800000005
LARS1	231.965164
LARS2	43.195934
LAS1L	58.76063900000001
LCMT2	12.862065
LIN28A	902.349548
LIN28B	180.258896
LONP1	126.237549
LRPPRC	325.405182
LRRC47	73.393631
LRRFIP1	177.88562
LRRFIP2	141.369461
LSG1	98.140518
LSM1	75.107445
LSM10	64.633423
LSM11	44.28405
LSM12	101.988655
LSM14B	109.686638
LSM3	56.26997
LSM4	273.176849
LSM5	65.84719100000001
LSM6	48.383015
LSM7	202.757553
LSM8	110.681465
LUC7L	121.63665
LUC7L3	213.97879
MAEL	492.53067
MAGOH	117.156464
MAGOHB	70.258942
MAK16	69.859734
MARF1	79.640251
MARS1	335.776276
MARS2	50.969654
MATR3	366.829803
MAZ	294.0552370000001
MBNL1	378.807434
MBNL2	135.67041
MBNL3	312.115662
MCTS1	64.850166
MECP2	166.121399
MEPCE	207.065842
METTL1	110.430695
METTL14	33.685158
METTL2A	43.728676
METTL2B	49.390354
METTL3	116.22093999999998
METTL5	173.741165
MEX3A	90.981155
MEX3B	105.063362
MEX3C	208.999161
MEX3D	205.440598
MIF4GD	33.381718
MKRN1	284.9552
MKRN2	68.441002
MKRN3	37.237354
MOV10	100.857986
MOV10L1	75.862511
MPHOSPH10	54.65294599999999
MPHOSPH6	128.755569
MRM1	22.273664
MRM2	48.985882
MRM3	72.875427
MRPL1	116.243805
MRPL10	48.311749
MRPL11	137.088455
MRPL12	125.578979
MRPL13	295.467865
MRPL14	183.36322
MRPL15	217.251938
MRPL16	194.09964
MRPL17	116.483459
MRPL18	226.200653
MRPL19	53.170525
MRPL2	100.587021
MRPL20	243.76445
MRPL21	364.544037
MRPL22	34.334571999999994
MRPL23	150.62385600000005
MRPL24	357.4302370000001
MRPL27	83.25093100000002
MRPL28	186.3125
MRPL3	210.577621
MRPL30	74.596214
MRPL32	170.3181
MRPL33	4289.091309
MRPL34	332.306305
MRPL35	84.09005
MRPL36	199.12413
MRPL37	154.898575
MRPL38	196.808533
MRPL39	133.90333600000002
MRPL4	94.57151
MRPL40	188.244003
MRPL41	873.577881
MRPL42	85.76413000000002
MRPL43	121.059174
MRPL44	292.073242
MRPL45	126.122726
MRPL46	76.62289399999997
MRPL47	125.354385
MRPL48	182.25676
MRPL49	104.295235
MRPL50	43.898643
MRPL51	359.990021
MRPL52	134.459198
MRPL53	88.172195
MRPL54	132.271194
MRPL55	104.653915
MRPL57	80.43020600000001
MRPL58	101.127457
MRPL9	143.189499
MRPS10	286.9055180000001
MRPS11	42.618183
MRPS12	178.337006
MRPS14	72.29496800000003
MRPS15	408.487244
MRPS16	69.925308
MRPS17	107.133987
MRPS18A	104.021645
MRPS18C	73.067261
MRPS2	84.078835
MRPS21	222.897842
MRPS22	145.578278
MRPS23	47.696625
MRPS24	216.069244
MRPS25	92.311295
MRPS26	174.43936200000005
MRPS27	92.804283
MRPS28	103.696396
MRPS30	289.272064
MRPS31	77.565903
MRPS33	51.281811
MRPS34	168.943497
MRPS35	240.32605
MRPS36	56.117474
MRPS5	102.674103
MRPS6	311.089417
MRPS7	114.627602
MRPS9	121.856842
MRRF	64.225296
MRTO4	143.989807
MSI1	32.009815
MSI2	133.601624
MSL3	27.011257
MTERF4	46.054405
MTFMT	27.639164
MTHFSD	36.984715
MTIF2	110.133995
MTIF3	150.496124
MTO1	70.483032
MTPAP	67.010307
MTREX	272.82824700000003
MTRF1	51.966442
MTRF1L	45.311974
MVP	327.680603
MYEF2	71.337021
N4BP1	107.668617
NAA38	180.528809
NAF1	42.451458
NANOS1	35.439682
NANOS2	8.705283999999999
NANOS3	25.327486
NARS1	320.697937
NARS2	94.693962
NAT10	57.62838000000001
NCBP1	102.43721
NCBP2	205.445679
NCBP2L	3.55453
NCBP3	62.821129000000006
NCL	401.523651
NFX1	59.644466
NGDN	81.721069
NHP2	548.3955080000002
NIFK	170.548187
NIP7	90.125214
NKRF	40.621021
NMD3	118.960449
NOA1	54.435814
NOB1	67.240562
NOC2L	232.402527
NOC3L	81.174164
NOC4L	92.492897
NOCT	71.535522
NOL10	86.759377
NOL11	193.063583
NOL3	122.864693
NOL6	109.63768
NOL7	186.127258
NOL8	82.52441400000002
NOL9	59.247189
NOLC1	106.65052
NOM1	36.425758
NONO	457.84903
NOP10	692.139099
NOP14	92.588478
NOP16	127.187515
NOP2	78.27906
NOP53	399.879456
NOP56	432.352356
NOP58	219.146179
NOP9	30.303373
NOVA1	62.98418
NOVA2	78.369987
NPM1	2791.063721
NPM2	29.875074
NPM3	219.520721
NR0B1	64.946365
NSA2	100.134544
NSRP1	50.93055
NSUN2	148.00741599999995
NSUN3	29.760174
NSUN4	150.17953500000004
NSUN5	50.12151
NSUN6	85.687744
NSUN7	31.81587
NUDT16	20.647934
NUDT16L1	41.510658
NUDT21	232.062164
NUFIP1	21.971081
NUFIP2	111.555565
NUP153	141.425171
NUPL2	73.562889
NUTF2	225.009583
NXF1	193.787064
NXF2B	25.670942
NXF3	338.986755
NXF5	0.5461590000000001
NXT1	78.290207
NXT2	150.540146
NYNRIN	53.1106
OAS1	191.258499
OAS2	278.315674
OAS3	154.760529
OASL	144.825226
PA2G4	341.799469
PABPC1	1208.84082
PABPC1L	35.388954
PABPC3	124.322922
PABPC4	145.711456
PABPC4L	55.415474
PABPC5	14.908922
PABPN1	126.620903
PABPN1L	4.980512999999998
PAIP1	290.711426
PAIP2	265.764435
PAIP2B	78.582642
PAN2	75.625885
PAN3	1454.442017
PAPOLA	285.730499
PAPOLB	89.381775
PAPOLG	26.521132
PARK7	324.885712
PARN	92.473183
PARP1	353.959503
PARP12	179.05513
PARP4	193.427963
PARS2	13.418748999999998
PATL1	43.655918
PATL2	53.158974
PCBP1	369.201019
PCBP2	526.287292
PCBP3	66.655312
PCBP4	143.911728
PCF11	119.89106
PDCD11	80.738396
PDCD4	279.104523
PDCD7	38.753315
PDE12	30.54249
PEG10	576.428833
PELO	115.78096
PES1	146.94087199999996
PHAX	62.863308
PHF5A	226.270874
PHRF1	76.383408
PIH1D1	109.026466
PIN4	45.349667
PINX1	56.725361
PIWIL1	223.603867
PIWIL2	51.193462
PIWIL3	5.569104
PIWIL4	66.153221
PLD6	61.667374
PLRG1	85.632622
PNLDC1	39.711029
PNN	154.49704
PNO1	72.449669
PNPT1	131.593353
PNRC2	29.019207
POLDIP3	87.034225
POLR1E	120.769279
POLR1G	24.179827
POLR2A	370.368622
POLR2B	373.857452
POLR2D	57.857624
POLR2E	67.910629
POLR2F	130.637268
POLR2G	176.833801
POLR2H	131.641907
POLR2I	281.185364
POLR2J	159.57698100000005
POLR2J2	17.092589999999998
POLR2J3	504.95871
POLR2K	283.076202
POLR2L	388.25235
POLRMT	147.037323
POP1	34.103905
POP4	289.604736
POP5	69.631294
POP7	104.69883
PPAN	162.07759099999996
PPARGC1A	254.845505
PPARGC1B	30.503681
PPIE	94.768684
PPIH	134.87416100000002
PPIL3	73.11282299999998
PPIL4	56.77814100000001
PPP1R8	63.161957
PPRC1	35.63369
PPWD1	116.198845
PQBP1	94.730087
PRDX1	4687.6401369999985
PRIM1	124.832443
PRKDC	307.767944
PRKRA	61.924114
PRORP	52.990234
PRPF18	74.640434
PRPF19	129.298996
PRPF31	301.391846
PRPF38A	49.142803
PRPF38B	49.11356
PRPF39	54.588287
PRPF4	81.466133
PRPF40A	238.245392
PRPF40B	82.942184
PRPF4B	90.462944
PRPF6	168.104034
PRPF8	296.523285
PSIP1	565.449646
PSMA1	283.785187
PSMA6	905.542297
PSPC1	174.41061399999995
PSTK	23.957336
PTBP1	212.475815
PTBP2	134.98407
PTBP3	156.78291299999995
PTCD1	22.997768
PTCD2	9.730369
PTCD3	136.47908
PTGES3	292.057495
PTGES3L-AARSD1	98.050056
PTRH1	22.957031
PTRH2	116.544693
PTRHD1	119.040688
PUF60	234.469864
PUM1	132.750885
PUM2	176.324829
PUM3	178.168671
PURA	51.626389
PURB	59.574177
PURG	26.475506
PUS1	39.953678
PUS10	21.384525
PUS3	31.573446
PUS7	73.539932
PUS7L	56.059811
PUSL1	55.29369000000001
PWP2	38.78157
PYM1	62.154194
QARS1	172.374924
QKI	316.78302
QRSL1	185.47728
QTRT1	66.808029
QTRT2	63.071209
R3HCC1	77.638023
R3HCC1L	46.31884
R3HDM1	214.784149
R3HDM2	96.525467
RAE1	199.233322
RALY	100.762596
RALYL	79.810783
RAMAC	47.70092
RAN	684.248352
RANBP17	91.322472
RANBP2	187.704086
RANBP6	84.07701899999998
RARS1	297.175842
RARS2	74.419533
RAVER1	40.945976
RAVER2	40.915138
RBBP6	226.416367
RBFOX1	131.203598
RBFOX2	380.256073
RBM10	83.523064
RBM11	7.878626
RBM12	48.12280300000001
RBM12B	74.386703
RBM14	118.303688
RBM15	56.68877
RBM15B	66.332596
RBM17	146.57663
RBM18	36.479855
RBM19	73.278328
RBM20	129.69747900000002
RBM22	97.7397
RBM23	72.18199200000002
RBM24	526.848511
RBM25	94.796951
RBM26	139.034576
RBM27	67.914772
RBM28	47.521885
RBM3	614.929504
RBM33	123.424355
RBM34	96.734047
RBM38	403.17746
RBM39	1340.461304
RBM4	357.363525
RBM41	62.530422
RBM42	140.384384
RBM43	18.631399
RBM44	34.907551
RBM45	46.66608400000001
RBM46	68.774956
RBM47	151.774124
RBM48	17.168043
RBM4B	67.532585
RBM5	250.366714
RBM6	123.028725
RBM7	50.577179
RBM8A	78.482437
RBMS1	162.24765
RBMS2	54.918152
RBMS3	123.85537
RBMX	391.444977
RBMX2	109.714417
RBMXL1	23.235342000000006
RBMXL2	163.15361
RBMXL3	4.158874
RBMY1A1	3.503359
RBMY1B	5.560666
RBMY1D	6.0355370000000015
RBMY1E	5.5953230000000005
RBMY1F	5.501663
RBMY1J	3.93833
RBPMS	200.382828
RBPMS2	119.09946399999998
RC3H1	61.74609
RC3H2	73.93645500000002
RCL1	109.785683
RDM1	24.360054
REPIN1	189.426514
REXO1	102.788612
REXO2	197.735535
REXO4	52.448021
REXO5	995.711426
RIDA	525.825928
RIOK1	63.539375
RIOK2	34.083611
RIOK3	217.043991
RNASE1	2137.531982
RNASE10	0.899259
RNASE11	87.726128
RNASE12	5.263575
RNASE13	3.097809
RNASE2	212.941422
RNASE3	190.895996
RNASE4	128.23584
RNASE6	386.912872
RNASE7	68.440895
RNASE8	0.975358
RNASE9	0.420631
RNASEH1	62.441223
RNASEH2A	184.373978
RNASEH2B	157.518982
RNASEH2C	55.175468
RNASEK	173.472046
RNASEL	50.987083
RNASET2	126.389557
RNF113A	43.048706
RNF113B	172.642563
RNF17	78.120399
RNGTT	42.565739
RNH1	222.353775
RNMT	91.181732
RNPC3	51.95084
RNPS1	206.909561
RO60	53.445251
RP1-37E16.12	3.3132580000000003
RP11-108K14.8	35.796974
RP11-111H13.1	12.26951
RP11-257K9.8	0.436625
RP11-529K1.3	44.024521
RP9	17.178637
RPF1	96.190193
RPF2	68.253777
RPL10	1933.638672
RPL10A	2660.372803
RPL10L	303.7041930000001
RPL11	2713.759521
RPL12	3993.138428
RPL13	1513.10791
RPL13A	1953.490356
RPL14	1145.557617
RPL15	1059.289185
RPL17	2256.267822
RPL18	1358.794678
RPL18A	1579.977173
RPL19	3034.106445
RPL21	909.449585
RPL22	802.034485
RPL22L1	513.948181
RPL23	1465.429443
RPL23A	2067.985107
RPL24	2129.000977
RPL26	4138.353027
RPL26L1	167.79170200000004
RPL27	2762.826904
RPL27A	861.1324460000002
RPL28	556.7025150000002
RPL29	1708.297363
RPL3	2842.525391
RPL30	3940.26123
RPL31	2145.098877
RPL32	1441.653809
RPL34	1735.3024899999998
RPL35	3273.091309
RPL35A	2528.993408
RPL36	1415.700317
RPL36AL	789.244995
RPL37	807.216187
RPL37A	1285.431152
RPL38	1619.400635
RPL39	3226.772461
RPL39L	512.0957030000002
RPL3L	895.756226
RPL4	2946.910156
RPL41	2019.756226
RPL5	3429.665283
RPL6	4428.633789
RPL7	3439.364258
RPL7L1	313.922272
RPL8	2318.414795
RPL9	2562.845947
RPLP0	3090.646484
RPLP1	1299.765015
RPLP2	3018.6877440000007
RPP14	20.132118
RPP25	49.534725
RPP25L	120.644272
RPP30	96.730301
RPP38	49.00499
RPP40	56.892448
RPS10	2149.694336
RPS11	6608.824707
RPS12	4786.432617
RPS13	2035.896362
RPS14	1246.65979
RPS15	1444.834595
RPS15A	3709.454102
RPS16	1040.012573
RPS17	1403.516113
RPS19	1843.765503
RPS19BP1	90.705788
RPS2	3185.1521
RPS20	2018.122559
RPS21	1398.7561039999996
RPS23	1459.032593
RPS24	16193.833984
RPS25	4223.7192380000015
RPS26	630.994446
RPS27	8434.912109
RPS27A	2541.508789
RPS27L	286.68927
RPS28	844.4698490000002
RPS29	1650.419678
RPS3	2156.011475
RPS3A	7404.274414
RPS4X	3097.767822
RPS4Y1	591.5929570000002
RPS4Y2	2.509531
RPS5	1040.563843
RPS6	4120.727539
RPS7	2493.411865
RPS8	3607.828857
RPS9	1330.841553
RPSA	2274.282715
RPUSD1	37.947899
RPUSD2	23.191736
RPUSD3	104.627197
RPUSD4	85.209091
RRBP1	360.364532
RRNAD1	43.110058
RRP1	54.93885
RRP12	213.871338
RRP15	27.015684000000004
RRP1B	108.161026
RRP36	220.733154
RRP7A	65.713554
RRP8	17.271627
RRP9	92.082047
RRS1	67.630287
RSL1D1	198.101028
RSL24D1	238.264969
RSRC1	68.18537099999999
RTCA	55.53553
RTCB	157.616577
RTF1	50.819267
RTL3	6.980950999999999
RUVBL1	168.226089
RUVBL2	751.3894650000002
SAFB	281.867126
SAFB2	173.62301599999995
SAMD4A	372.503418
SAMD4B	149.875992
SAMHD1	557.662903
SAP18	190.483337
SARNP	142.248398
SARS1	525.494629
SARS2	64.040627
SART1	113.872993
SART3	81.99730699999998
SBDS	306.345673
SCAF1	95.472191
SCAF11	139.735245
SCAF4	57.6623
SCAF8	82.265152
SECISBP2	160.48233000000005
SECISBP2L	514.58136
SEPSECS	53.054588
SERBP1	176.667038
SETD1A	53.471748
SETD1B	27.866426
SETD7	98.950958
SETX	151.45078999999996
SF1	627.2978519999998
SF3A1	199.851135
SF3A2	215.915131
SF3A3	207.587082
SF3B1	309.181763
SF3B2	288.825226
SF3B3	175.063858
SF3B4	148.82290600000005
SF3B5	269.660278
SF3B6	450.042114
SFPQ	739.928833
SFSWAP	86.087502
SHQ1	93.169144
SIDT1	74.78439300000002
SIDT2	139.699677
SLBP	259.358398
SLC4A1AP	542.685181
SLIRP	365.560455
SLTM	194.893982
SLU7	80.459625
SMAD1	138.710724
SMAD2	115.188515
SMAD3	136.02706899999998
SMAD4	118.83141299999998
SMAD5	98.70504
SMAD6	121.683868
SMAD7	112.575111
SMAD9	79.072372
SMG1	148.682007
SMG5	141.256393
SMG6	52.414757
SMG7	96.08493
SMG8	50.773674
SMG9	74.787224
SMN1	115.396042
SMN2	132.99795500000002
SMNDC1	33.335262
SND1	292.085724
SNIP1	64.192581
SNRNP200	291.59436
SNRNP25	87.599335
SNRNP27	80.952209
SNRNP35	36.085873
SNRNP40	138.586929
SNRNP48	49.835972
SNRNP70	370.401428
SNRPA	123.765671
SNRPA1	95.885246
SNRPB	713.470276
SNRPB2	259.272461
SNRPC	315.718628
SNRPD1	68.945183
SNRPD2	733.4882200000002
SNRPD3	143.670456
SNRPE	264.6604
SNRPF	120.716568
SNRPG	456.203857
SNRPN	976.094604
SNU13	234.856873
SNUPN	74.383438
SNW1	126.168633
SON	203.384888
SPATS2	74.832909
SPATS2L	321.38504
SPEN	81.39136500000002
SPOUT1	33.321521999999995
SRA1	79.115845
SRBD1	63.07135
SREK1	205.663879
SRFBP1	36.665668
SRP14	563.053955
SRP19	98.507324
SRP54	118.348106
SRP68	59.226513
SRP72	131.61715700000002
SRP9	452.688354
SRPK2	289.331635
SRPRA	144.20696999999996
SRRM1	194.618484
SRRM2	663.163513
SRRM4	61.936382
SRRT	389.868469
SRSF1	168.762787
